Programs,0,1,2,3,4,5,6,7,8,9
Aerospace Engineering,0.021052631578947368,0.042105263157894736,1.0,0.0,0.47368421052631576,0.6526315789473685,0.05263157894736842,0.07368421052631578,0.5052631578947369,0.6
Agricultural and Environmental Plant Sciences,0.3764705882352941,0.023529411764705882,0.32941176470588235,0.058823529411764705,0.058823529411764705,2.4941176470588236,0.07058823529411765,0.4470588235294118,0.15294117647058825,0.3058823529411765
Agricultural Business,0.3111111111111111,0.044444444444444446,0.4,0.1111111111111111,0.1111111111111111,2.4,0.1111111111111111,0.4222222222222222,0.5777777777777777,0.37777777777777777
Agricultural Communication,0.45454545454545453,0.045454545454545456,0.4318181818181818,0.0,0.13636363636363635,1.8181818181818181,0.75,0.5681818181818182,0.29545454545454547,0.29545454545454547
Agricultural Science,0.27102803738317754,0.04672897196261682,0.34579439252336447,0.009345794392523364,0.037383177570093455,1.97196261682243,0.16822429906542055,0.21495327102803738,0.3177570093457944,0.205607476635514
Agricultural Systems Management,0.12345679012345678,0.012345679012345678,0.7654320987654321,0.07407407407407407,0.06172839506172839,1.345679012345679,0.19753086419753085,0.25925925925925924,0.38271604938271603,0.49382716049382713
Animal Science,0.1188118811881188,0.09900990099009901,0.2376237623762376,0.034653465346534656,0.13861386138613863,1.0891089108910892,0.054455445544554455,0.7821782178217822,0.30198019801980197,0.28217821782178215
Anthropology and Geography,1.2769230769230768,0.1076923076923077,0.4,0.13846153846153847,0.015384615384615385,0.8769230769230769,0.38461538461538464,0.3384615384615385,0.26153846153846155,0.26153846153846155
Architectural Engineering,0.04081632653061224,0.0,0.7755102040816326,0.0,0.40816326530612246,0.4897959183673469,0.14285714285714285,0.08163265306122448,0.46938775510204084,1.510204081632653
Architecture,0.35135135135135137,0.02702702702702703,0.10810810810810811,0.0,0.5675675675675675,0.13513513513513514,0.24324324324324326,0.02702702702702703,0.05405405405405406,1.8918918918918919
Art and Design,1.3863636363636365,0.045454545454545456,0.3181818181818182,0.19318181818181818,0.045454545454545456,0.25,0.9659090909090909,0.011363636363636364,0.18181818181818182,0.22727272727272727
Biochemistry,0.013157894736842105,0.2894736842105263,0.32894736842105265,0.0,0.27631578947368424,0.34210526315789475,0.07894736842105263,1.736842105263158,0.32894736842105265,0.5
Biological Sciences,0.323943661971831,0.36619718309859156,0.45774647887323944,0.15492957746478872,0.2112676056338028,0.6126760563380281,0.20422535211267606,1.0845070422535212,0.2746478873239437,0.3732394366197183
Biomedical Engineering,0.05102040816326531,0.05102040816326531,0.9183673469387755,0.0,0.37755102040816324,0.5306122448979592,0.21428571428571427,0.826530612244898,0.4897959183673469,0.8367346938775511
BioResource and Agricultural Engineering,0.09523809523809523,0.0,0.8095238095238095,0.06349206349206349,0.2698412698412698,0.5873015873015873,0.15873015873015872,0.5396825396825397,0.2698412698412698,0.5079365079365079
Business Administration,0.45454545454545453,0.09090909090909091,0.6666666666666666,0.030303030303030304,0.12121212121212122,0.7272727272727273,0.18181818181818182,0.06060606060606061,1.1515151515151516,0.42424242424242425
Chemistry,0.057971014492753624,0.3188405797101449,0.5942028985507246,0.0,0.3188405797101449,0.3333333333333333,0.07246376811594203,1.4782608695652173,0.3333333333333333,0.4492753623188406
Child Development,0.6153846153846154,0.8717948717948718,0.15384615384615385,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.1282051282051282,0.6153846153846154,0.07692307692307693,0.1282051282051282
City and Regional Planning,1.0,0.07258064516129033,0.43548387096774194,0.08870967741935484,0.08870967741935484,0.5,0.2661290322580645,0.06451612903225806,0.3951612903225806,0.4032258064516129
Civil Engineering,0.07142857142857142,0.02857142857142857,0.6714285714285714,0.05714285714285714,0.35714285714285715,0.42857142857142855,0.11428571428571428,0.32857142857142857,0.2714285714285714,0.8714285714285714
Communication Studies,1.3461538461538463,0.11538461538461539,0.3076923076923077,0.07692307692307693,0.0,0.2692307692307692,0.46153846153846156,0.07692307692307693,0.34615384615384615,0.34615384615384615
Comparative Ethnic Studies,2.8141025641025643,0.19230769230769232,0.33974358974358976,0.41025641025641024,0.019230769230769232,0.3717948717948718,0.15384615384615385,0.0641025641025641,0.2948717948717949,0.27564102564102566
Computer Engineering,0.20481927710843373,0.04819277108433735,1.7228915662650603,0.03614457831325301,0.43373493975903615,0.6385542168674698,0.26506024096385544,0.3493975903614458,0.46987951807228917,0.6265060240963856
Computer Science,0.23295454545454544,0.16477272727272727,1.9431818181818181,0.022727272727272728,0.21022727272727273,0.4602272727272727,0.2784090909090909,0.4090909090909091,0.30113636363636365,0.48863636363636365
