Programs,0,1,2,3,4,5,6,7,8,9
Aerospace Engineering,0.021052631578947368,0.0,0.0,0.021052631578947368,0.5789473684210527,0.021052631578947368,0.09473684210526316,0.010526315789473684,0.0,0.0
Agricultural and Environmental Plant Sciences,0.2,0.058823529411764705,0.16470588235294117,0.011764705882352941,0.09411764705882353,0.21176470588235294,0.011764705882352941,0.03529411764705882,0.2823529411764706,0.1411764705882353
Agricultural Business,0.15555555555555556,0.0,0.0,0.022222222222222223,0.24444444444444444,0.13333333333333333,0.022222222222222223,0.2222222222222222,0.4888888888888889,0.26666666666666666
Agricultural Communication,0.25,0.0,0.0,0.5909090909090909,0.1590909090909091,0.18181818181818182,0.0,0.11363636363636363,0.3409090909090909,0.1590909090909091
Agricultural Science,0.205607476635514,0.009345794392523364,0.0,0.11214953271028037,0.1308411214953271,0.08411214953271028,0.028037383177570093,0.1308411214953271,0.42990654205607476,0.18691588785046728
Agricultural Systems Management,0.1111111111111111,0.04938271604938271,0.0,0.07407407407407407,0.37037037037037035,0.09876543209876543,0.024691358024691357,0.12345679012345678,0.4074074074074074,0.037037037037037035
Animal Science,0.09405940594059406,0.019801980198019802,0.024752475247524754,0.01485148514851485,0.16336633663366337,0.30198019801980197,0.0297029702970297,0.12376237623762376,0.0891089108910891,0.2722772277227723
Anthropology and Geography,0.9384615384615385,0.12307692307692308,0.046153846153846156,0.046153846153846156,0.2,0.16923076923076924,0.0,0.06153846153846154,0.13846153846153847,0.15384615384615385
Architectural Engineering,0.04081632653061224,0.0,0.0,0.061224489795918366,0.4897959183673469,0.02040816326530612,0.02040816326530612,0.0,0.14285714285714285,0.0
Architecture,0.2972972972972973,0.0,0.02702702702702703,0.13513513513513514,0.05405405405405406,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703
Art and Design,0.7727272727272727,0.03409090909090909,0.011363636363636364,0.3068181818181818,0.125,0.0,0.022727272727272728,0.07954545454545454,0.0,0.0
Biochemistry,0.013157894736842105,0.0,0.0,0.0,0.2894736842105263,0.8552631578947368,0.0,0.06578947368421052,0.039473684210526314,0.10526315789473684
Biological Sciences,0.2535211267605634,0.1267605633802817,0.02112676056338028,0.028169014084507043,0.2887323943661972,0.4647887323943662,0.0,0.028169014084507043,0.15492957746478872,0.3028169014084507
Biomedical Engineering,0.02040816326530612,0.0,0.01020408163265306,0.07142857142857142,0.5,0.29591836734693877,0.0,0.061224489795918366,0.0,0.01020408163265306
BioResource and Agricultural Engineering,0.09523809523809523,0.047619047619047616,0.0,0.06349206349206349,0.2857142857142857,0.25396825396825395,0.0,0.047619047619047616,0.2222222222222222,0.015873015873015872
Business Administration,0.30303030303030304,0.0,0.030303030303030304,0.030303030303030304,0.45454545454545453,0.0,0.06060606060606061,0.6666666666666666,0.0,0.030303030303030304
Chemistry,0.014492753623188406,0.0,0.043478260869565216,0.0,0.2898550724637681,0.8985507246376812,0.0,0.07246376811594203,0.043478260869565216,0.028985507246376812
Child Development,0.48717948717948717,0.02564102564102564,0.0,0.07692307692307693,0.07692307692307693,0.28205128205128205,0.0,0.0,0.0,0.02564102564102564
City and Regional Planning,0.7258064516129032,0.07258064516129033,0.008064516129032258,0.06451612903225806,0.3064516129032258,0.016129032258064516,0.008064516129032258,0.12096774193548387,0.08064516129032258,0.04032258064516129
Civil Engineering,0.04285714285714286,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.34285714285714286,0.14285714285714285,0.0,0.0,0.5857142857142857,0.0
Communication Studies,0.9615384615384616,0.038461538461538464,0.038461538461538464,0.38461538461538464,0.3076923076923077,0.0,0.0,0.11538461538461539,0.0,0.0
Comparative Ethnic Studies,1.7179487179487178,0.09615384615384616,0.02564102564102564,0.038461538461538464,0.22435897435897437,0.019230769230769232,0.08974358974358974,0.07051282051282051,0.05128205128205128,0.08333333333333333
Computer Engineering,0.060240963855421686,0.024096385542168676,0.12048192771084337,0.13253012048192772,0.5301204819277109,0.03614457831325301,0.03614457831325301,0.03614457831325301,0.0,0.024096385542168676
Computer Science,0.03409090909090909,0.017045454545454544,0.1590909090909091,0.10227272727272728,0.32954545454545453,0.14204545454545456,0.0625,0.03409090909090909,0.0,0.005681818181818182
Construction Management,0.05555555555555555,0.0,0.0,0.037037037037037035,0.2777777777777778,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.037037037037037035
Dairy Science,0.0449438202247191,0.02247191011235955,0.0,0.07865168539325842,0.11235955056179775,0.29213483146067415,0.033707865168539325,0.06741573033707865,0.056179775280898875,0.23595505617977527
Economics,0.1,0.0,0.1,0.0,0.35,0.0,0.05,0.45,0.0,0.0
Electrical Engineering,0.009302325581395349,0.05116279069767442,0.07441860465116279,0.24651162790697675,0.4186046511627907,0.07906976744186046,0.06976744186046512,0.037209302325581395,0.009302325581395349,0.0
English,0.5,0.08333333333333333,0.4666666666666667,0.05,0.16666666666666666,0.0,0.0,0.016666666666666666,0.0,0.0
Environmental Earth and Soil Sciences,0.33031674208144796,0.058823529411764705,0.02262443438914027,0.049773755656108594,0.1583710407239819,0.11764705882352941,0.013574660633484163,0.04524886877828054,0.7375565610859729,0.07239819004524888
Environmental Engineering,0.03333333333333333,0.016666666666666666,0.0,0.016666666666666666,0.3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.05
Environmental Management and Protection,0.3794642857142857,0.05803571428571429,0.008928571428571428,0.049107142857142856,0.15178571428571427,0.14285714285714285,0.013392857142857142,0.06696428571428571,0.6696428571428571,0.07142857142857142
Food Science,0.09090909090909091,0.0,0.0,0.0,0.13636363636363635,0.3333333333333333,0.030303030303030304,0.06060606060606061,0.10606060606060606,0.18181818181818182
Forest and Fire Sciences,0.35874439461883406,0.05829596412556054,0.008968609865470852,0.04932735426008968,0.13004484304932734,0.1210762331838565,0.013452914798206279,0.05829596412556054,0.8116591928251121,0.08071748878923767
General Engineering,0.0,0.0,0.038461538461538464,0.07692307692307693,0.5192307692307693,0.4230769230769231,0.019230769230769232,0.0,0.057692307692307696,0.0
Graphic Communication,0.1044776119402985,0.04477611940298507,0.029850746268656716,1.2388059701492538,0.26865671641791045,0.029850746268656716,0.014925373134328358,0.29850746268656714,0.0,0.04477611940298507
History,1.7333333333333334,0.0,0.26666666666666666,0.0,0.13333333333333333,0.0,0.0,0.022222222222222223,0.0,0.0
Industrial Engineering,0.17647058823529413,0.10784313725490197,0.0196078431372549,0.0784313725490196,0.7352941176470589,0.0784313725490196,0.0392156862745098,0.09803921568627451,0.0,0.00980392156862745
Industrial Technology and Packaging,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.25,0.0,0.041666666666666664
Interdisciplinary Studies,1.2777777777777777,0.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.0,0.0,0.05555555555555555,0.0,0.0
Journalism,0.2391304347826087,0.043478260869565216,0.0,0.6304347826086957,0.13043478260869565,0.0,0.021739130434782608,0.10869565217391304,0.0,0.0
Kinesiology,0.34831460674157305,0.10112359550561797,0.02247191011235955,0.14606741573033707,0.2247191011235955,0.23595505617977527,0.0449438202247191,0.12359550561797752,0.0,1.2134831460674158
Landscape Architecture,0.24444444444444444,0.022222222222222223,0.0,0.2222222222222222,0.06666666666666667,0.06666666666666667,0.0,0.044444444444444446,0.13333333333333333,0.044444444444444446
Liberal Arts and Engineering Studies,0.2073170731707317,0.036585365853658534,0.10975609756097561,0.32926829268292684,0.36585365853658536,0.012195121951219513,0.08536585365853659,0.07317073170731707,0.0,0.0
Liberal Studies,0.80625,0.04375,0.05625,0.0125,0.15,0.25,0.03125,0.05,0.03125,0.175
