Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Aerospace Engineering,0.10526315789473684,0.5052631578947369,0.010526315789473684,0.6526315789473685,0.05263157894736842,0.0,0.07368421052631578,0.5052631578947369,0.6,0.5894736842105263,0.09473684210526316,0.10526315789473684,0.031578947368421054,0.09473684210526316,0.10526315789473684,2.4842105263157896,0.010526315789473684,0.47368421052631576,0.021052631578947368,0.6105263157894737,0.2736842105263158,0.05263157894736842,0.10526315789473684,0.14736842105263157,0.12631578947368421
Agricultural and Environmental Plant Sciences,0.29411764705882354,0.24705882352941178,0.011764705882352941,2.4941176470588236,0.07058823529411765,0.03529411764705882,0.4470588235294118,0.15294117647058825,0.3058823529411765,0.21176470588235294,0.2235294117647059,0.011764705882352941,0.4117647058823529,0.011764705882352941,1.0823529411764705,0.3176470588235294,0.1411764705882353,0.058823529411764705,0.023529411764705882,0.023529411764705882,0.1411764705882353,0.08235294117647059,0.3176470588235294,0.058823529411764705,0.38823529411764707
Agricultural Business,0.4,0.15555555555555556,0.06666666666666667,2.4,0.1111111111111111,0.0,0.4222222222222222,0.5777777777777777,0.37777777777777777,0.5555555555555556,0.4444444444444444,0.06666666666666667,0.06666666666666667,0.022222222222222223,1.9333333333333333,0.3333333333333333,0.15555555555555556,0.1111111111111111,0.0,0.022222222222222223,0.2,0.5111111111111111,0.5111111111111111,0.1111111111111111,0.6
Agricultural Communication,0.36363636363636365,0.2727272727272727,0.045454545454545456,1.8181818181818181,0.75,0.0,0.5681818181818182,0.29545454545454547,0.29545454545454547,0.25,0.36363636363636365,0.09090909090909091,0.20454545454545456,0.0,1.4772727272727273,0.22727272727272727,0.0,0.13636363636363635,0.0,0.045454545454545456,0.22727272727272727,0.36363636363636365,0.36363636363636365,0.13636363636363635,0.45454545454545453
Agricultural Science,0.37383177570093457,0.21495327102803738,0.07476635514018691,1.97196261682243,0.16822429906542055,0.009345794392523364,0.21495327102803738,0.3177570093457944,0.205607476635514,0.308411214953271,0.3177570093457944,0.018691588785046728,0.04672897196261682,0.028037383177570093,1.7289719626168225,0.4205607476635514,0.1308411214953271,0.037383177570093455,0.0,0.04672897196261682,0.09345794392523364,0.3177570093457944,0.4953271028037383,0.102803738317757,0.6448598130841121
Agricultural Systems Management,0.20987654320987653,0.5185185185185185,0.06172839506172839,1.345679012345679,0.19753086419753085,0.04938271604938271,0.25925925925925924,0.38271604938271603,0.49382716049382713,0.5679012345679012,0.24691358024691357,0.08641975308641975,0.07407407407407407,0.024691358024691357,1.3333333333333333,0.9259259259259259,0.08641975308641975,0.06172839506172839,0.0,0.19753086419753085,0.2716049382716049,0.20987654320987653,0.5679012345679012,0.16049382716049382,0.8395061728395061
Animal Science,0.13861386138613863,0.0891089108910891,0.13366336633663367,1.0891089108910892,0.054455445544554455,0.024752475247524754,0.7821782178217822,0.30198019801980197,0.28217821782178215,0.3118811881188119,0.49504950495049505,0.0297029702970297,0.12871287128712872,0.0297029702970297,1.3613861386138615,0.2722772277227723,0.04950495049504951,0.13861386138613863,0.0049504950495049506,0.09405940594059406,0.10891089108910891,0.2079207920792079,0.12871287128712872,0.12871287128712872,0.42574257425742573
Anthropology and Geography,1.5076923076923077,0.2,0.46153846153846156,0.8769230769230769,0.38461538461538464,0.12307692307692308,0.3384615384615385,0.26153846153846155,0.26153846153846155,0.4,0.4461538461538462,0.2153846153846154,0.12307692307692308,0.015384615384615385,0.5384615384615384,0.24615384615384617,0.26153846153846155,0.015384615384615385,0.03076923076923077,0.13846153846153847,0.15384615384615385,0.5538461538461539,0.24615384615384617,0.2,2.8615384615384616
Architectural Engineering,0.08163265306122448,0.30612244897959184,0.02040816326530612,0.4897959183673469,0.14285714285714285,0.0,0.08163265306122448,0.46938775510204084,1.510204081632653,0.5102040816326531,0.14285714285714285,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.14285714285714285,0.7959183673469388,0.02040816326530612,0.40816326530612246,0.0,0.46938775510204084,0.3469387755102041,0.04081632653061224,0.16326530612244897,0.12244897959183673,0.14285714285714285
Architecture,0.40540540540540543,0.05405405405405406,0.16216216216216217,0.13513513513513514,0.24324324324324326,0.0,0.02702702702702703,0.05405405405405406,1.8918918918918919,0.13513513513513514,0.16216216216216217,0.0,0.05405405405405406,0.0,0.24324324324324326,0.24324324324324326,0.08108108108108109,0.5675675675675675,0.0,0.10810810810810811,0.0,0.02702702702702703,0.05405405405405406,0.08108108108108109,0.3783783783783784
