Programs,0,1,2,3,4,5,6,7,8,9
Aerospace Engineering,0.10526315789473684,0.1368421052631579,1.0,0.0,0.49473684210526314,0.6631578947368421,0.06315789473684211,0.07368421052631578,0.5473684210526316,0.6736842105263158
Agricultural and Environmental Plant Sciences,0.4588235294117647,0.07058823529411765,0.32941176470588235,0.058823529411764705,0.058823529411764705,2.6,0.08235294117647059,0.5176470588235295,0.15294117647058825,0.3058823529411765
Agricultural Business,0.5111111111111111,0.15555555555555556,0.4,0.1111111111111111,0.1111111111111111,2.511111111111111,0.13333333333333333,0.5333333333333333,0.6222222222222222,0.4
Agricultural Communication,0.6136363636363636,0.1590909090909091,0.4318181818181818,0.0,0.13636363636363635,1.9090909090909092,0.75,0.7272727272727273,0.29545454545454547,0.38636363636363635
Agricultural Science,0.42990654205607476,0.17757009345794392,0.34579439252336447,0.009345794392523364,0.04672897196261682,2.05607476635514,0.17757009345794392,0.2616822429906542,0.32710280373831774,0.2616822429906542
Agricultural Systems Management,0.2716049382716049,0.19753086419753085,0.7777777777777778,0.07407407407407407,0.1111111111111111,1.4074074074074074,0.2345679012345679,0.30864197530864196,0.38271604938271603,0.5308641975308642
Animal Science,0.19801980198019803,0.22772277227722773,0.2376237623762376,0.04455445544554455,0.13861386138613863,1.1633663366336633,0.06930693069306931,0.9207920792079208,0.3069306930693069,0.3712871287128713
Anthropology and Geography,1.8615384615384616,0.5230769230769231,0.4,0.13846153846153847,0.03076923076923077,0.9846153846153847,0.38461538461538464,0.3384615384615385,0.27692307692307694,0.4
Architectural Engineering,0.10204081632653061,0.14285714285714285,0.7755102040816326,0.0,0.4489795918367347,0.5102040816326531,0.1836734693877551,0.08163265306122448,0.5306122448979592,1.653061224489796
Architecture,0.43243243243243246,0.21621621621621623,0.10810810810810811,0.0,0.5675675675675675,0.13513513513513514,0.43243243243243246,0.02702702702702703,0.05405405405405406,2.027027027027027
Art and Design,1.4090909090909092,0.23863636363636365,0.3181818181818182,0.19318181818181818,0.045454545454545456,0.25,1.1931818181818181,0.011363636363636364,0.18181818181818182,0.26136363636363635
Biochemistry,0.02631578947368421,0.4605263157894737,0.32894736842105265,0.039473684210526314,0.3684210526315789,0.4868421052631579,0.15789473684210525,1.9342105263157894,0.5263157894736842,0.5
Biological Sciences,0.4154929577464789,0.5422535211267606,0.4647887323943662,0.1619718309859155,0.2112676056338028,0.7112676056338029,0.2676056338028169,1.2394366197183098,0.4788732394366197,0.4154929577464789
Biomedical Engineering,0.14285714285714285,0.1326530612244898,1.0612244897959184,0.01020408163265306,0.47959183673469385,0.5510204081632653,0.2653061224489796,0.9489795918367347,0.5510204081632653,0.9387755102040817
BioResource and Agricultural Engineering,0.2698412698412698,0.12698412698412698,0.8253968253968254,0.06349206349206349,0.3492063492063492,0.6190476190476191,0.20634920634920634,0.5714285714285714,0.2857142857142857,0.5714285714285714
Business Administration,0.8787878787878788,0.21212121212121213,0.6666666666666666,0.09090909090909091,0.12121212121212122,0.8787878787878788,0.21212121212121213,0.06060606060606061,1.2121212121212122,0.5454545454545454
Chemistry,0.07246376811594203,0.5072463768115942,0.5942028985507246,0.043478260869565216,0.42028985507246375,0.4927536231884058,0.14492753623188406,1.6521739130434783,0.5507246376811594,0.4492753623188406
Child Development,0.6153846153846154,1.5128205128205128,0.15384615384615385,0.02564102564102564,0.05128205128205128,0.1282051282051282,0.1282051282051282,0.7435897435897436,0.10256410256410256,0.358974358974359
City and Regional Planning,1.4193548387096775,0.46774193548387094,0.43548387096774194,0.08870967741935484,0.08870967741935484,0.5887096774193549,0.3225806451612903,0.06451612903225806,0.4032258064516129,0.49193548387096775
Civil Engineering,0.17142857142857143,0.14285714285714285,0.6714285714285714,0.05714285714285714,0.4142857142857143,0.4714285714285714,0.14285714285714285,0.34285714285714286,0.3,0.9285714285714286
Communication Studies,1.7692307692307692,0.46153846153846156,0.3076923076923077,0.07692307692307693,0.0,0.2692307692307692,0.6153846153846154,0.07692307692307693,0.34615384615384615,0.4230769230769231
Comparative Ethnic Studies,3.2756410256410255,0.6923076923076923,0.33974358974358976,0.41025641025641024,0.019230769230769232,0.41025641025641024,0.1794871794871795,0.0641025641025641,0.3141025641025641,0.3333333333333333
Computer Engineering,0.26506024096385544,0.1686746987951807,1.9759036144578312,0.03614457831325301,0.5060240963855421,0.6987951807228916,0.27710843373493976,0.3614457831325301,0.46987951807228917,0.7349397590361446
Computer Science,0.3352272727272727,0.21022727272727273,2.034090909090909,0.022727272727272728,0.25,0.5113636363636364,0.3409090909090909,0.42613636363636365,0.3465909090909091,0.5227272727272727
Construction Management,0.18518518518518517,0.18518518518518517,0.35185185185185186,0.018518518518518517,0.24074074074074073,0.46296296296296297,0.16666666666666666,0.12962962962962962,0.5555555555555556,1.8518518518518519
Dairy Science,0.1797752808988764,0.16853932584269662,0.23595505617977527,0.056179775280898875,0.06741573033707865,1.4157303370786516,0.1348314606741573,0.797752808988764,0.23595505617977527,0.30337078651685395
Economics,0.8,0.15,1.5,0.05,0.3,0.5,0.1,0.0,0.9,0.7
Electrical Engineering,0.2186046511627907,0.10232558139534884,1.930232558139535,0.05116279069767442,0.3395348837209302,0.5534883720930233,0.32558139534883723,0.26046511627906976,0.4325581395348837,0.6465116279069767
English,1.5666666666666667,0.3333333333333333,0.43333333333333335,0.35,0.016666666666666666,0.2,0.15,0.016666666666666666,0.16666666666666666,0.13333333333333333
Environmental Earth and Soil Sciences,0.5882352941176471,0.22624434389140272,0.40271493212669685,0.058823529411764705,0.12217194570135746,1.2895927601809956,0.22171945701357465,0.28054298642533937,0.19909502262443438,0.35294117647058826
Environmental Engineering,0.21666666666666667,0.18333333333333332,0.5666666666666667,0.03333333333333333,0.26666666666666666,0.5666666666666667,0.26666666666666666,0.7333333333333333,0.26666666666666666,0.5166666666666667
Environmental Management and Protection,0.6428571428571429,0.23660714285714285,0.3392857142857143,0.05803571428571429,0.09375,1.3973214285714286,0.21428571428571427,0.33035714285714285,0.22321428571428573,0.35267857142857145
Food Science,0.30303030303030304,0.21212121212121213,0.25757575757575757,0.09090909090909091,0.15151515151515152,1.5,0.18181818181818182,0.8181818181818182,0.21212121212121213,0.3484848484848485
Forest and Fire Sciences,0.6278026905829597,0.242152466367713,0.33183856502242154,0.06278026905829596,0.11210762331838565,1.4125560538116593,0.2242152466367713,0.30493273542600896,0.19282511210762332,0.3452914798206278
General Engineering,0.15384615384615385,0.09615384615384616,0.8461538461538461,0.0,0.40384615384615385,0.6923076923076923,0.09615384615384616,0.9807692307692307,0.4807692307692308,0.9038461538461539
Graphic Communication,0.23880597014925373,0.13432835820895522,0.8955223880597015,0.7611940298507462,0.08955223880597014,0.8805970149253731,2.4477611940298507,0.22388059701492538,0.5223880597014925,0.3880597014925373
History,2.977777777777778,0.3333333333333333,0.28888888888888886,0.13333333333333333,0.0,0.17777777777777778,0.044444444444444446,0.0,0.15555555555555556,0.15555555555555556
Industrial Engineering,0.4215686274509804,0.19607843137254902,1.5196078431372548,0.17647058823529413,0.30392156862745096,1.0196078431372548,0.22549019607843138,0.28431372549019607,0.7647058823529411,1.0196078431372548
Industrial Technology and Packaging,0.16666666666666666,0.20833333333333334,0.5833333333333334,0.08333333333333333,0.2916666666666667,0.5,0.25,0.125,0.2916666666666667,0.2916666666666667
Interdisciplinary Studies,2.7222222222222223,0.6666666666666666,0.3888888888888889,0.16666666666666666,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.2222222222222222
Journalism,1.0,0.2391304347826087,0.45652173913043476,0.13043478260869565,0.06521739130434782,0.5,1.4130434782608696,0.0,0.2608695652173913,0.17391304347826086
Kinesiology,0.6179775280898876,0.7865168539325843,0.24719101123595505,0.2247191011235955,0.056179775280898875,0.2696629213483146,0.25842696629213485,0.5280898876404494,0.2247191011235955,0.38202247191011235
