Programs,0,1,2,3,4,5,6,7,8,9
Aerospace Engineering,0.09473684210526316,0.0,0.9368421052631579,2.3157894736842106,0.031578947368421054,0.6526315789473685,0.5052631578947369,0.09473684210526316,0.07368421052631578,0.12631578947368421
Agricultural and Environmental Plant Sciences,0.24705882352941178,0.15294117647058825,0.3176470588235294,0.24705882352941178,0.4117647058823529,2.4941176470588236,0.21176470588235294,0.011764705882352941,0.4470588235294118,0.18823529411764706
Agricultural Business,0.4444444444444444,0.17777777777777778,0.4,0.3333333333333333,0.06666666666666667,2.4,0.6222222222222222,0.022222222222222223,0.4222222222222222,0.35555555555555557
Agricultural Communication,0.45454545454545453,0.06818181818181818,0.4318181818181818,0.22727272727272727,0.20454545454545456,1.8181818181818181,0.4090909090909091,0.0,0.5681818181818182,0.3181818181818182
Agricultural Science,0.35514018691588783,0.04672897196261682,0.3177570093457944,0.308411214953271,0.04672897196261682,1.97196261682243,0.3364485981308411,0.028037383177570093,0.21495327102803738,0.2897196261682243
Agricultural Systems Management,0.24691358024691357,0.14814814814814814,0.6790123456790124,0.8888888888888888,0.07407407407407407,1.345679012345679,0.38271604938271603,0.024691358024691357,0.25925925925925924,0.12345679012345678
Animal Science,0.16831683168316833,0.10891089108910891,0.2376237623762376,0.28217821782178215,0.12871287128712872,1.0891089108910892,0.3465346534653465,0.0297029702970297,0.7821782178217822,0.47029702970297027
Anthropology and Geography,1.7384615384615385,0.24615384615384617,0.4,0.36923076923076925,0.12307692307692308,0.8769230769230769,0.26153846153846155,0.015384615384615385,0.3384615384615385,0.35384615384615387
Architectural Engineering,0.08163265306122448,0.0,0.7755102040816326,0.9795918367346939,0.02040816326530612,0.4897959183673469,0.46938775510204084,0.02040816326530612,0.08163265306122448,0.061224489795918366
Architecture,0.3783783783783784,0.0,0.10810810810810811,0.2972972972972973,0.05405405405405406,0.13513513513513514,0.05405405405405406,0.0,0.02702702702702703,0.08108108108108109
Art and Design,1.25,0.125,0.3068181818181818,0.18181818181818182,0.09090909090909091,0.25,0.17045454545454544,0.022727272727272728,0.011363636363636364,0.011363636363636364
Biochemistry,0.10526315789473684,0.07894736842105263,0.32894736842105265,0.5,0.19736842105263158,0.34210526315789475,0.35526315789473684,0.0,1.736842105263158,0.18421052631578946
Biological Sciences,0.4014084507042254,0.2605633802816901,0.45774647887323944,0.4507042253521127,0.13380281690140844,0.6126760563380281,0.31690140845070425,0.0,1.0845070422535212,0.4647887323943662
Biomedical Engineering,0.08163265306122448,0.07142857142857142,0.8877551020408163,1.153061224489796,0.16326530612244897,0.5306122448979592,0.4897959183673469,0.0,0.826530612244898,0.11224489795918367
BioResource and Agricultural Engineering,0.2698412698412698,0.19047619047619047,0.6666666666666666,1.3174603174603174,0.09523809523809523,0.5873015873015873,0.2698412698412698,0.0,0.5396825396825397,0.12698412698412698
Business Administration,0.7272727272727273,0.030303030303030304,0.6666666666666666,0.48484848484848486,0.15151515151515152,0.7272727272727273,1.2424242424242424,0.06060606060606061,0.06060606060606061,0.24242424242424243
Chemistry,0.11594202898550725,0.07246376811594203,0.5942028985507246,0.6231884057971014,0.21739130434782608,0.3333333333333333,0.36231884057971014,0.0,1.4782608695652173,0.11594202898550725
Child Development,0.6410256410256411,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.07692307692307693,0.10256410256410256,0.0,0.6153846153846154,1.1538461538461537
City and Regional Planning,1.314516129032258,0.0967741935483871,0.4032258064516129,0.3951612903225806,0.04838709677419355,0.5,0.45161290322580644,0.008064516129032258,0.06451612903225806,0.1935483870967742
Civil Engineering,0.14285714285714285,0.1,0.6285714285714286,1.1857142857142857,0.08571428571428572,0.42857142857142855,0.3,0.0,0.32857142857142857,0.11428571428571428
